Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _quadrature.py:48(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:63(cache_decorator)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.002    0.002 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:132(RBFInterpolator)
        1    0.000    0.000    0.010    0.010 _recursive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _recursive.py:116(SourceContext)
        1    0.000    0.000    0.000    0.000 _recursive.py:328(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 _recursive.py:332(__init__)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        1    0.000    0.000    0.003    0.003 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _root.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.010    0.010 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:176(NumericalInverseHermite)
        1    0.000    0.000    0.004    0.004 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.020    0.020 _script.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _script.py:1453(_ScriptProfileColumn)
        1    0.000    0.000    0.000    0.000 _script.py:1481(_ScriptProfileTable)
        1    0.000    0.000    0.000    0.000 _script.py:1509(_ScriptProfile)
        1    0.000    0.000    0.000    0.000 _script.py:159(OrderedDictWrapper)
        1    0.000    0.000    0.000    0.000 _script.py:195(OrderedModuleDict)
        1    0.000    0.000    0.000    0.000 _script.py:244(ScriptMeta)
        4    0.000    0.000    0.000    0.000 _script.py:245(__init__)
        1    0.000    0.000    0.000    0.000 _script.py:303(_CachedForward)
        1    0.000    0.000    0.000    0.000 _script.py:308(ScriptWarning)
        1    0.000    0.000    0.000    0.000 _script.py:332(ConstMap)
        1    0.000    0.000    0.000    0.000 _script.py:393(RecursiveScriptClass)
        1    0.000    0.000    0.000    0.000 _script.py:466(ScriptModule)
        1    0.000    0.000    0.000    0.000 _script.py:542(RecursiveScriptModule)
        1    0.000    0.000    0.000    0.000 _script.py:872(_get_methods)
       86    0.000    0.000    0.000    0.000 _script.py:877(<lambda>)
       16    0.000    0.000    0.000    0.000 _script.py:920(_make_fail)
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1511(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1520(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:447(SHGO)
        1    0.000    0.000    0.002    0.002 _show_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _six.py:21(<module>)
        3    0.000    0.000    0.000    0.000 _six.py:27(with_metaclass)
        3    0.000    0.000    0.000    0.000 _six.py:32(metaclass)
        3    0.000    0.000    0.000    0.000 _six.py:34(__new__)
        3    0.000    0.000    0.000    0.000 _six.py:37(__prepare__)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sources.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _sources.py:33(normalize_source_lines)
       80    0.000    0.000    0.000    0.000 _sources.py:47(remove_prefix)
       26    0.000    0.000    0.000    0.000 _sources.py:61(<listcomp>)
       26    0.000    0.000    0.000    0.000 _sources.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 _sources.py:71(SourceContext)
       26    0.000    0.000    0.000    0.000 _sources.py:72(__init__)
       26    0.000    0.000    0.000    0.000 _sources.py:79(make_source_context)
        1    0.000    0.000    0.000    0.000 _sources.py:88(ParsedDef)
       26    0.000    0.000    0.033    0.001 _sources.py:9(get_source_lines_and_file)
       26    0.000    0.000    0.037    0.001 _sources.py:95(parse_def)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:37(SphericalVoronoi)
        1    0.000    0.000    0.001    0.001 _sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:12(EnabledProxy)
        1    0.000    0.000    0.000    0.000 _state.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _state.py:23(parse_env)
        2    0.000    0.000    0.000    0.000 _state.py:39(__bool__)
        1    0.000    0.000    0.001    0.001 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.610    0.610 _stats_py.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3441(F_onewayConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3454(F_onewayBadInputSizesWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3871(AlexanderGovernConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3880(PearsonRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3890(PearsonRNearConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4375(SpearmanRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _stats_py.py:5061(_ParallelP)
        1    0.000    0.000    0.000    0.000 _stdlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:12(add_docstr_all)
        1    0.000    0.000    0.009    0.009 _store_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:138(StoreBackendMixin)
        1    0.000    0.000    0.000    0.000 _store_backends.py:33(StoreBackendBase)
        1    0.000    0.000    0.000    0.000 _store_backends.py:335(FileSystemStoreBackend)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:29(InfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:61(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tags.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _tensor.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _tensor.py:21(_wrap_type_error_to_not_implemented)
       55    0.000    0.000    0.010    0.000 _tensor.py:301(__repr__)
      295    0.000    0.000    0.001    0.000 _tensor.py:623(__format__)
       72    0.000    0.000    0.001    0.000 _tensor.py:688(__iter__)
        1    0.000    0.000    0.000    0.000 _tensor.py:81(Tensor)
        1    0.000    0.000    0.001    0.001 _tensor_docs.py:1(<module>)
      528    0.000    0.000    0.001    0.000 _tensor_docs.py:9(add_docstr_all)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:1(<module>)
      103    0.000    0.000    0.000    0.000 _tensor_str.py:145(width)
      302    0.000    0.000    0.001    0.000 _tensor_str.py:148(format)
      103    0.001    0.000    0.002    0.000 _tensor_str.py:175(_vector_str)
      302    0.000    0.000    0.001    0.000 _tensor_str.py:185(_val_formatter)
      103    0.000    0.000    0.001    0.000 _tensor_str.py:202(<listcomp>)
      103    0.000    0.000    0.000    0.000 _tensor_str.py:204(<listcomp>)
      103    0.000    0.000    0.000    0.000 _tensor_str.py:205(<listcomp>)
   151/55    0.000    0.000    0.003    0.000 _tensor_str.py:211(_tensor_str_with_formatter)
       48    0.000    0.000    0.002    0.000 _tensor_str.py:227(<listcomp>)
       55    0.000    0.000    0.008    0.000 _tensor_str.py:233(_tensor_str)
       55    0.000    0.000    0.000    0.000 _tensor_str.py:267(_add_suffixes)
       55    0.001    0.000    0.009    0.000 _tensor_str.py:300(_str_intern)
       55    0.000    0.000    0.010    0.000 _tensor_str.py:432(_str)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:7(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:84(_Formatter)
       55    0.001    0.000    0.005    0.000 _tensor_str.py:85(__init__)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
       24    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.002    0.002 _tnc.py:25(<module>)
        9    0.000    0.000    0.001    0.000 _torch_docs.py:10(parse_kwargs)
        1    0.000    0.000    0.002    0.002 _torch_docs.py:2(<module>)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:23(<listcomp>)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:24(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:27(merge_dicts)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:28(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:1009(TracedModule)
        1    0.000    0.000    0.000    0.000 _trace.py:1100(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 _trace.py:1113(_script_if_tracing)
        1    0.000    0.000    0.000    0.000 _trace.py:290(TracingCheckError)
        1    0.000    0.000    0.000    0.000 _trace.py:529(TracerWarning)
        1    0.000    0.000    0.000    0.000 _trace.py:530(ignore_lib_warnings)
        1    0.000    0.000    0.000    0.000 _trace.py:75(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:28(BaseQuadraticSubproblem)
        1    0.000    0.000    0.001    0.001 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.002    0.002 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:202(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:173(BaseBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:197(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:203(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:21(GenericMeta)
        1    0.000    0.000    0.000    0.000 _typing.py:210(_DataPipeType)
        1    0.000    0.000    0.000    0.000 _typing.py:213(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:215(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:218(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:223(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:248(_DataPipeMeta)
       44    0.000    0.000    0.003    0.000 _typing.py:255(__new__)
        1    0.000    0.000    0.000    0.000 _typing.py:26(Integer)
       44    0.000    0.000    0.000    0.000 _typing.py:276(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:30(Boolean)
       26    0.000    0.000    0.001    0.000 _typing.py:341(hook_iterator)
       26    0.000    0.000    0.000    0.000 _typing.py:346(IteratorDecorator)
        1    0.000    0.000    0.000    0.000 _typing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
